text,label
mie rica pedasnya emang yang menu originalnya enak bgt pedas dan gurih (daging babi) jadi untuk yang cari halal food tidak cocok dengan tempat ini ya. harganya kisaran 35rb an porsi banyak. pangsit kuah nya enak. variant mie lainnya juga enak. recommended dan bukanya dibagi bagi ya jam 2-4 istrahat mulai lagi jam 5-8 malam,"[{""end"": 54, ""labels"": [""Positive"", ""Food""], ""start"": 46, ""text"": ""enak bgt""}, {""end"": 188, ""labels"": [""Positive"", ""Food""], ""start"": 176, ""text"": ""porsi banyak""}, {""end"": 211, ""labels"": [""Positive"", ""Food""], ""start"": 190, ""text"": ""pangsit kuah nya enak""}, {""end"": 242, ""labels"": [""Positive"", ""Food""], ""start"": 213, ""text"": ""variant mie lainnya juga enak""}, {""end"": 255, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 244, ""text"": ""recommended""}]"
"the place was very nice and relaxing. it has a small nice garden, very suitable for children to play and running around. the staff was very friendly and responsive as well. very recommended to come for breakfast or lunch so that you can enjoy chilling while having good foods.","[{""end"": 36, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""the place was very nice and relaxing""}, {""end"": 163, ""labels"": [""Positive"", ""Service""], ""start"": 121, ""text"": ""the staff was very friendly and responsive""}]"
"suasana malamnya nyaman.. makanannya nyaman dilidah, porsi bnr bnr berlimpah ga pelit, nasi goreng saja tersaji enak bgt apalagi menu yg lain.. cumi hitamnya masyaallah... legittt!!","[{""end"": 23, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""suasana malamnya nyaman""}, {""end"": 51, ""labels"": [""Positive"", ""Food""], ""start"": 26, ""text"": ""makanannya nyaman dilidah""}, {""end"": 85, ""labels"": [""Positive"", ""Food""], ""start"": 53, ""text"": ""porsi bnr bnr berlimpah ga pelit""}]"
"pesan sup kepala salmon.. so good!!! asam asam segar.. anak2bpun suka,, buat duduk enak bareng keluarga, porsi makan dipiring ga pelit,, jd kita bs sharing..","[{""end"": 33, ""labels"": [""Positive"", ""Food""], ""start"": 26, ""text"": ""so good""}, {""end"": 103, ""labels"": [""Positive"", ""Ambience""], ""start"": 72, ""text"": ""buat duduk enak bareng keluarga""}, {""end"": 134, ""labels"": [""Positive"", ""Food""], ""start"": 105, ""text"": ""porsi makan dipiring ga pelit""}]"
"gokil, emang ga pernah mengecewakan deh ini tempat, dari tempatnya yang nyaman banget dan estetik, suasana dingin dan pelayanan yang ramah, dilengkapi dengan makanan yang super duper nikmat, dapet saran dari teman untuk cobain bunga pepaya dan emang deh dari awalnya ga suka sama bunga pepaya jadi demen gara gara makan disini, sama pesen nagoya something lupa namanya, enak banget pengen nambah pesen semua menu tapi perut ga cukup , would totally coming back! keep up the good work!","[{""end"": 97, ""labels"": [""Positive"", ""Ambience""], ""start"": 57, ""text"": ""tempatnya yang nyaman banget dan estetik""}, {""end"": 138, ""labels"": [""Positive"", ""Service""], ""start"": 118, ""text"": ""pelayanan yang ramah""}, {""end"": 189, ""labels"": [""Positive"", ""Food""], ""start"": 158, ""text"": ""makanan yang super duper nikmat""}, {""end"": 381, ""labels"": [""Positive"", ""Food""], ""start"": 370, ""text"": ""enak banget""}, {""end"": 460, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 435, ""text"": ""would totally coming back""}]"
lokasi mudah dijangkau. makanan tllu lama dateng nya. ini smbl nulis udh nunggu 1 jam 40 menit. cm pesen 4 menu pdhl. dan meja2 lain udh pd makan. apa yg salah ya? mgkn bs tambah dapur?,"[{""end"": 52, ""labels"": [""Negative"", ""Service""], ""start"": 24, ""text"": ""makanan tllu lama dateng nya""}]"
"kalo kesini betah karena tempatnya asik dan bagus buat foto foto, dan pelayanan nya sangat ramah loh, untuk wifinya ada tapi engga aku pakai si karena aku bawa mifi smartfren, hehehe oia rekomen ni !!!","[{""end"": 64, ""labels"": [""Positive"", ""Ambience""], ""start"": 25, ""text"": ""tempatnya asik dan bagus buat foto foto""}, {""end"": 96, ""labels"": [""Positive"", ""Service""], ""start"": 70, ""text"": ""pelayanan nya sangat ramah""}]"
"on our way to our hotel (intercontinental) and found akasya teras as good option to have lunch.. we ordered tumis bunga pepaya, sup iga, cumi lada garam, chicken salted egg & cakalang rica.. surprisingly, all the food is yummy, even so yummy ! love the atmosphere too.. it's semi outdoor and so cozy.. all the staffs were nice, helpful and responsive.. but i have some comments to be noted : - cumi lada garam was cut too thick, difficult to eat / chew (tapi secara rasa enak yah) - the meat at sup iga was hard and chewy, difficult to eat (secara rasa sudah enak) overall, i love this restaurant and will definitely recommend it to my friends","[{""end"": 241, ""labels"": [""Positive"", ""Food""], ""start"": 205, ""text"": ""all the food is yummy, even so yummy""}, {""end"": 263, ""labels"": [""Positive"", ""Ambience""], ""start"": 244, ""text"": ""love the atmosphere""}, {""end"": 299, ""labels"": [""Positive"", ""Ambience""], ""start"": 292, ""text"": ""so cozy""}, {""end"": 350, ""labels"": [""Positive"", ""Price""], ""start"": 302, ""text"": ""all the staffs were nice, helpful and responsive""}, {""end"": 427, ""labels"": [""Negative"", ""Food""], ""start"": 394, ""text"": ""cumi lada garam was cut too thick""}, {""end"": 453, ""labels"": [""Negative"", ""Food""], ""start"": 429, ""text"": ""difficult to eat / chew ""}, {""end"": 521, ""labels"": [""Negative"", ""Food""], ""start"": 483, ""text"": ""the meat at sup iga was hard and chewy""}, {""end"": 539, ""labels"": [""Negative"", ""Food""], ""start"": 523, ""text"": ""difficult to eat""}]"
"place: tempatnya nyaman, adem karena banyak pohonnya, dan bagus buat foto-foto. mejanya juga banyak dan waktu itu kesini pas weekday makan siang jd ga terlalu rame. tempat parkirnya juga banyak. toilet dan mushollanya juga bersih makanan: disini aku pesen ayam goreng santai sambel bledek (45k) dan lidah cabe ijo (55k). ayamnya enak bangett kulitnya gurih gorengnya sampe yg krispy gt dan sambelnya berlimpah ga pelit dan pedesnya lumayan kl yg gasuka pedes mungkin akan kepedesan dan ada sayur kacang panjangnya nah ini sayurnya lebih pedes dari ayamnya. overall aku sukaa ayamnya kedua lidah cabe ijo, dagingnya empuk dan satu porsi isinya ada 6 daging, untuk cabe ijonya menurutku lebih cenderung manis ga pedes.","[{""end"": 23, ""labels"": [""Positive"", ""Ambience""], ""start"": 7, ""text"": ""tempatnya nyaman""}, {""end"": 52, ""labels"": [""Positive"", ""Ambience""], ""start"": 25, ""text"": ""adem karena banyak pohonnya""}, {""end"": 78, ""labels"": [""Positive"", ""Ambience""], ""start"": 58, ""text"": ""bagus buat foto-foto""}, {""end"": 193, ""labels"": [""Positive"", ""Service""], ""start"": 165, ""text"": ""tempat parkirnya juga banyak""}, {""end"": 229, ""labels"": [""Positive"", ""Service""], ""start"": 195, ""text"": ""toilet dan mushollanya juga bersih""}, {""end"": 341, ""labels"": [""Positive"", ""Food""], ""start"": 321, ""text"": ""ayamnya enak bangett""}, {""end"": 418, ""labels"": [""Positive"", ""Food""], ""start"": 390, ""text"": ""sambelnya berlimpah ga pelit""}, {""end"": 439, ""labels"": [""Positive"", ""Food""], ""start"": 423, ""text"": ""pedesnya lumayan""}, {""end"": 582, ""labels"": [""Positive"", ""Food""], ""start"": 557, ""text"": ""overall aku sukaa ayamnya""}, {""end"": 620, ""labels"": [""Positive"", ""Food""], ""start"": 605, ""text"": ""dagingnya empuk""}]"
kesini pas lg sepi dan tempatnya super nyamaaan dan cantik. makanan sama minumannya jg enak2 dan porsinya pas. pelayanannya ramah. ada tempat bermain sm mushola. sgt rekomen kesiniii,"[{""end"": 58, ""labels"": [""Positive"", ""Ambience""], ""start"": 23, ""text"": ""tempatnya super nyamaaan dan cantik""}, {""end"": 109, ""labels"": [""Positive"", ""Food""], ""start"": 60, ""text"": ""makanan sama minumannya jg enak2 dan porsinya pas""}, {""end"": 129, ""labels"": [""Positive"", ""Service""], ""start"": 111, ""text"": ""pelayanannya ramah""}, {""end"": 182, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 162, ""text"": ""sgt rekomen kesiniii""}]"
"kafe ini masih saya tempatkan sebagai salah satu kafe favorite saya di bilangan braga. kafe ini seakan tidak kehilangan hype-nya meskipun sudah buka dari beberapa tahun lalu, kafenya selalu ramai setiap kali saya berkunjung.  kafe ini juga tetap mempertahankan ciri khasnya dengan gedung dan interior vintage khas gedung peninggalan zaman kolonial. harga makanan dan minuman di kafe ini juga tidak mengalami menaikkan harga secara signifikan, alhasil masih relatif sangat terjangkau jika dibandingkan kafe sekelas. sayangnya, kafe ini memang tidak ditujukan untuk semua orang, semua area di kafe ini adalah area smoking.   - black forest cake (30k) meskipun wiki koffie bukanlah kafe yang memiliki speciality di cake dan pastry, tapi kualitas cakenya tidak pernah mengecewakan, termasuk cake yang saya pesan ini. cakenya tidak terlalu manis serta memiliki rasa coklat yang strong dan intens, namun diimbangin dengan citarasa segar dari filling cherry dan whipe cream di antara setiap layernya. cakenya juga moist banget. enaknya lagi cakenya disajikan dingin, jadi sangat refreshing. what a dessert is!  - black forest milk shake (20k) sebenarnya saya mencoba minum ini akibat sebuah miskomunikasi, saya sebenarnya memesan black forest cake tapi yang datang malahan black forest milkshake. untungnya milkshake lumayan enak meskipun rasa coklatnya agak sedikit kurang kuat dan agak sedikit kemanisan untuk saya.","[{""end"": 67, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 49, ""text"": ""kafe favorite saya""}, {""end"": 441, ""labels"": [""Positive"", ""Price""], ""start"": 349, ""text"": ""harga makanan dan minuman di kafe ini juga tidak mengalami menaikkan harga secara signifikan""}, {""end"": 482, ""labels"": [""Positive"", ""Price""], ""start"": 457, ""text"": ""relatif sangat terjangkau""}, {""end"": 776, ""labels"": [""Positive"", ""Food""], ""start"": 734, ""text"": ""kualitas cakenya tidak pernah mengecewakan""}, {""end"": 890, ""labels"": [""Positive"", ""Food""], ""start"": 813, ""text"": ""cakenya tidak terlalu manis serta memiliki rasa coklat yang strong dan intens""}, {""end"": 1019, ""labels"": [""Positive"", ""Food""], ""start"": 994, ""text"": ""cakenya juga moist banget""}, {""end"": 1082, ""labels"": [""Positive"", ""Food""], ""start"": 1065, ""text"": ""sangat refreshing""}, {""end"": 1322, ""labels"": [""Positive"", ""Food""], ""start"": 1310, ""text"": ""lumayan enak""}, {""end"": 1371, ""labels"": [""Negative"", ""Food""], ""start"": 1332, ""text"": ""rasa coklatnya agak sedikit kurang kuat""}]"
"sejujurnya gue baru sekali nongkrong disini dan itupun buat meeting, dan tidak direkomendasikan meeting disini soalnya berisik, penuh, sempit. untuk harga sih lumayan ya dikantong anak muda. menu makanan juga variatif, jadi bisa dipilih sesuai budget masing2.","[{""end"": 110, ""labels"": [""Negative"", ""Miscellaneous""], ""start"": 73, ""text"": ""tidak direkomendasikan meeting disini""}, {""end"": 141, ""labels"": [""Negative"", ""Ambience""], ""start"": 119, ""text"": ""berisik, penuh, sempit""}, {""end"": 189, ""labels"": [""Positive"", ""Price""], ""start"": 149, ""text"": ""harga sih lumayan ya dikantong anak muda""}, {""end"": 217, ""labels"": [""Positive"", ""Food""], ""start"": 191, ""text"": ""menu makanan juga variatif""}]"
tempatnya enak cuma sayang untuk smoking dan non smoking area digabung jadi ga bisa lama disini krn bawa anak istri  kesini sore2 dan tempatnya full susah cari meja yang available dan waiternya juga sepertinya kewalahan handle pengunjung yang banyak. untuk minuman nya sendiri sih rasanya enak dan kue choco lava nya juga lumayan. tempatnya juga instagramable cuma mungkin unuuk smoking area harus dibuat terpisah krn ada yg bawa anak kecil juga.,"[{""end"": 14, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""tempatnya enak""}, {""end"": 70, ""labels"": [""Negative"", ""Ambience""], ""start"": 33, ""text"": ""smoking dan non smoking area digabung""}, {""end"": 249, ""labels"": [""Negative"", ""Service""], ""start"": 184, ""text"": ""waiternya juga sepertinya kewalahan handle pengunjung yang banyak""}, {""end"": 293, ""labels"": [""Positive"", ""Food""], ""start"": 257, ""text"": ""minuman nya sendiri sih rasanya enak""}, {""end"": 329, ""labels"": [""Positive"", ""Food""], ""start"": 298, ""text"": ""kue choco lava nya juga lumayan""}, {""end"": 359, ""labels"": [""Positive"", ""Ambience""], ""start"": 331, ""text"": ""tempatnya juga instagramable""}]"
"nemu satu coffee shop nuansa jadul, wiki koffie. terus terang atmosfirnya kurang nyaman, tp pie applie ya enak dan banana monkeynya enak banget. pelayanannya kurang oke, pesan pie apple tp lama sekali datang pdhl itu yg dipesan pas awal2 br pesan minuman belakangan. akhirnya minuman yg datang duluan. tp bisa jadi alternatif buat tempat nongrong di braga.","[{""end"": 87, ""labels"": [""Negative"", ""Ambience""], ""start"": 62, ""text"": ""atmosfirnya kurang nyaman""}, {""end"": 110, ""labels"": [""Positive"", ""Food""], ""start"": 92, ""text"": ""pie applie ya enak""}, {""end"": 143, ""labels"": [""Positive"", ""Food""], ""start"": 115, ""text"": ""banana monkeynya enak banget""}, {""end"": 168, ""labels"": [""Negative"", ""Service""], ""start"": 145, ""text"": ""pelayanannya kurang oke""}, {""end"": 207, ""labels"": [""Negative"", ""Service""], ""start"": 189, ""text"": ""lama sekali datang""}]"
"here for the attractive decoration. but totally bothered by the high number of smoker without proper air circulation system.  prepare your mask if youre not smoking and pick the best seat at least near the window to avoid the smoke.  good things are the decor is very attractive,strategic location and affordable price.","[{""end"": 34, ""labels"": [""Positive"", ""Ambience""], ""start"": 9, ""text"": ""the attractive decoration""}, {""end"": 123, ""labels"": [""Negative"", ""Ambience""], ""start"": 40, ""text"": ""totally bothered by the high number of smoker without proper air circulation system""}, {""end"": 278, ""labels"": [""Positive"", ""Ambience""], ""start"": 234, ""text"": ""good things are the decor is very attractive""}, {""end"": 318, ""labels"": [""Positive"", ""Price""], ""start"": 302, ""text"": ""affordable price""}]"
"sejujurnya ini tempatnya enak dan nyaman banget untuk ngobrol dan hangout. saya sudah 2x ke wiki koffie dan pengalaman pertama saya sangat baik. their coffee, deserts, and snacks are pretty decent considering their cheap price. tapi saat saya kesini untuk kedua kalinya, kurang lebih tempatnya masih sama tapi  jadi kurang sekali pelayanannya. makanannya cukup lama keluarnya dan teman saya makanannya baru keluar setelah 1 jam ditunggu. the waiters is also not helping at all. saya pesan rice bowl chicken salted egg nya rasanya juga seperti kari bukan seperti salted egg. saran dari saya untuk wiki koffie, just focus on your beverages, snacks, and deserts ya! as they are pretty decent. untuk makanan berat nya mungkin perlu di quality check lagi untuk rasanya biar makin enak tempatnya","[{""end"": 73, ""labels"": [""Positive"", ""Ambience""], ""start"": 15, ""text"": ""tempatnya enak dan nyaman banget untuk ngobrol dan hangout""}, {""end"": 196, ""labels"": [""Positive"", ""Food""], ""start"": 152, ""text"": ""offee, deserts, and snacks are pretty decent""}, {""end"": 226, ""labels"": [""Positive"", ""Price""], ""start"": 215, ""text"": ""cheap price""}, {""end"": 342, ""labels"": [""Negative"", ""Service""], ""start"": 316, ""text"": ""kurang sekali pelayanannya""}, {""end"": 375, ""labels"": [""Negative"", ""Service""], ""start"": 344, ""text"": ""makanannya cukup lama keluarnya""}, {""end"": 477, ""labels"": [""Negative"", ""Service""], ""start"": 438, ""text"": ""the waiters is also not helping at all.""}]"
"untuk kedua kalinya dateng ke tempat ini, saat pertama datang pelayanan sangat memuaskan, yang kedua pelayanan sedikit mengecewakan. memesan menu tomyum yang sangat lama disajikan. saya menunggu hingga lebih dari 1 jam dan ketika ditanya pelayan hanya menjawab sedang disiapkan. hingga setelah 1 jam saya kembali bertanya malah ditanya balik “apa mau di cancel?” . wow ketika udah sejam baru ditanya kaya gitu. akhirnya makanan datang dengan muka pelayan yang malu dan menjelaskan bahwa penyajian lama dikarenakan spring roll yang susah dimasak(?). rasa tomyum yang saya pesan mirip sekali dengan rasa sayur asem yang ditambahin cabe biar pedas. springroll yang mereka bilang susah lebih layak dibilang risol yang berisi bihun.","[{""end"": 88, ""labels"": [""Positive"", ""Service""], ""start"": 62, ""text"": ""pelayanan sangat memuaskan""}, {""end"": 131, ""labels"": [""Negative"", ""Service""], ""start"": 101, ""text"": ""pelayanan sedikit mengecewakan""}]"
i absolutely love the ambience. staff were polite and helpful. food was good and totally worth the price. the place itself is quiet big and clean. coffee was nice.,"[{""end"": 30, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""i absolutely love the ambience""}, {""end"": 61, ""labels"": [""Positive"", ""Service""], ""start"": 32, ""text"": ""staff were polite and helpful""}, {""end"": 76, ""labels"": [""Positive"", ""Food""], ""start"": 63, ""text"": ""food was good""}, {""end"": 104, ""labels"": [""Positive"", ""Price""], ""start"": 81, ""text"": ""totally worth the price""}, {""end"": 145, ""labels"": [""Positive"", ""Ambience""], ""start"": 106, ""text"": ""the place itself is quiet big and clean""}, {""end"": 162, ""labels"": [""Positive"", ""Food""], ""start"": 147, ""text"": ""coffee was nice""}]"
"kesini minggu pagi sekitar jam 9.30. saat kami akan order menu makanan ternyata semuanya belum siap, hanya ada french fries. infonya menu makanan baru ready siang. cukup kecewa karena datang kesini untuk breakfast. berhubung tdk ada menu makanan yang bisa diorder akhirnya kami tidak pesan apa2 dan cari tempat breakfast yang lain. padahal suasananya cukup enak di pagi hari dan belum terlalu ramai","[{""end"": 176, ""labels"": [""Negative"", ""Miscellaneous""], ""start"": 164, ""text"": ""cukup kecewa""}, {""end"": 361, ""labels"": [""Positive"", ""Ambience""], ""start"": 340, ""text"": ""suasananya cukup enak""}]"
setaraf sama koi dessert bar di sydney yang dipegang chef reynold poernomo. best cakes i have ever eaten in indonesia! and at an amazing price!,"[{""end"": 104, ""labels"": [""Positive"", ""Food""], ""start"": 76, ""text"": ""best cakes i have ever eaten""}, {""end"": 142, ""labels"": [""Positive"", ""Price""], ""start"": 129, ""text"": ""amazing price""}]"
"tahun lalu gw janjian sama temen lama untuk cobain salah satu fine dining baru yang ada di bandung. konsepnya bagus sih, cuma kurang suka sama lighting nya karena kesan nya suram dengan decornya yang kebanyakan berwarna putih.  menu yang disediakan pun beragam, dari lokal hingga western. aku nyobain steak, sop iga, butter rice yang semuanya enak. waktu pesan orange juice sayangnya gak segar. paling manteb sama harganya, dengan 4 pax makan + minum aku ngabisin kurang dari 500 ribu. best value buat kamu yang mau romantic dinner!   ig : @makansamaoki | #makansamaoki","[{""end"": 155, ""labels"": [""Negative"", ""Ambience""], ""start"": 126, ""text"": ""kurang suka sama lighting nya""}, {""end"": 115, ""labels"": [""Positive"", ""Ambience""], ""start"": 100, ""text"": ""konsepnya bagus""}, {""end"": 260, ""labels"": [""Positive"", ""Food""], ""start"": 228, ""text"": ""menu yang disediakan pun beragam""}, {""end"": 347, ""labels"": [""Positive"", ""Food""], ""start"": 334, ""text"": ""semuanya enak""}, {""end"": 393, ""labels"": [""Negative"", ""Food""], ""start"": 374, ""text"": ""sayangnya gak segar""}, {""end"": 422, ""labels"": [""Positive"", ""Price""], ""start"": 395, ""text"": ""paling manteb sama harganya""}]"
"#diarymakananisabell  hari ini lunch disini. tempatnya gampang dicari. ada dua tempat, smoking dan non smoking. ruangan smoking nya bagus buat foto2. ruangan non smoking gelap bgt tp nyaman buat ngobrol. konsepnya kayak western old school and classic theme gitu.   pesen spaghetti salmon mentaiko, dory dan tropical berry juice. spaghetti salmon nya menurut aku agak kurang mateng ya pasta nya, salmon mentaiko nya terlalu bermayones jadi agak enek. tapi crispy skin nya enak bangett! untuk dory nya lumayan enak, garing, ada salad dan nasi. untuk juice nya aku minta gapake gula dan susu. lumayan fresh.   total abis 206 rb an. oke sih buat harganya mengingat tempatnya lumayan oke, makanannya banyak jenis juga. pelayanan cepet dan tanggap. tempat bersih.   selamat mencoba!","[{""end"": 148, ""labels"": [""Positive"", ""Ambience""], ""start"": 132, ""text"": ""bagus buat foto2""}, {""end"": 393, ""labels"": [""Negative"", ""Food""], ""start"": 362, ""text"": ""agak kurang mateng ya pasta nya""}, {""end"": 448, ""labels"": [""Negative"", ""Food""], ""start"": 415, ""text"": ""terlalu bermayones jadi agak enek""}, {""end"": 483, ""labels"": [""Positive"", ""Food""], ""start"": 455, ""text"": ""crispy skin nya enak bangett""}, {""end"": 512, ""labels"": [""Positive"", ""Food""], ""start"": 491, ""text"": ""dory nya lumayan enak""}, {""end"": 603, ""labels"": [""Positive"", ""Food""], ""start"": 590, ""text"": ""lumayan fresh""}, {""end"": 650, ""labels"": [""Positive"", ""Price""], ""start"": 629, ""text"": ""oke sih buat harganya""}, {""end"": 712, ""labels"": [""Positive"", ""Food""], ""start"": 684, ""text"": ""makanannya banyak jenis juga""}, {""end"": 741, ""labels"": [""Positive"", ""Service""], ""start"": 714, ""text"": ""pelayanan cepet dan tanggap""}, {""end"": 756, ""labels"": [""Positive"", ""Ambience""], ""start"": 743, ""text"": ""tempat bersih""}]"
"the foods are great. ordered chicken and corn soup, spaghetti alle vongole, steak and frites spicy rubbing, strawberry smoothies and citrus berry blast. all the foods are good. the portion is big except for the soup. the staff are helpful and nice","[{""end"": 19, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""the foods are great""}, {""end"": 175, ""labels"": [""Positive"", ""Food""], ""start"": 157, ""text"": ""the foods are good""}, {""end"": 195, ""labels"": [""Positive"", ""Food""], ""start"": 177, ""text"": ""the portion is big""}, {""end"": 247, ""labels"": [""Positive"", ""Service""], ""start"": 217, ""text"": ""the staff are helpful and nice""}]"
"tempatnya bagus bangett! termasuk salah satu restoran fine dining di bandung yang wajib didatengin nih. dari appetizer, main course dan dessertnya enak semuaa fav banget dehh. bener” worth it makan disini.","[{""end"": 23, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""tempatnya bagus bangett""}, {""end"": 158, ""labels"": [""Positive"", ""Food""], ""start"": 109, ""text"": ""appetizer, main course dan dessertnya enak semuaa""}, {""end"": 204, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 176, ""text"": ""bener\u201d worth it makan disini""}]"
"went to check out this ""fine dining resto"" during my visit to bandung recently. ordered their garlic butter tomahawk which they strongly recommend and the longhorn short ribs. presentation of how they cooked the tomahawk was excellent which sort of reminded me of lawry's. but the taste and texture was just average. i was way more impressed with the longhorn short ribs. one other thing which i am very disappointed about was the smoking area. interior of the resto was alright but the smoking area was really hot! not fit for a fine dining! they have air-cons installed but they opened windows and turned on exhaust fans! why? face it, bandung's climate is not as cooling and the air outside is not as refreshing  as it used to be 20 years ago. you need to adapt man.","[{""end"": 315, ""labels"": [""Negative"", ""Food""], ""start"": 277, ""text"": ""the taste and texture was just average""}, {""end"": 478, ""labels"": [""Positive"", ""Ambience""], ""start"": 445, ""text"": ""interior of the resto was alright""}, {""end"": 514, ""labels"": [""Negative"", ""Ambience""], ""start"": 483, ""text"": ""the smoking area was really hot""}]"
"gue kesini sabtu sore dan lagi rame bgt sama anak gaul bandung yg pada rapi2 sementara gue cm pake jepit, waktu mau order agak lama sih, gatau knp either emg krn rame atau gue pake jepit :p trus gue pesen tres leches sama kopi vietnam, rasa tres leches nya pas gak terlalu manis dan kopi vietnamnya yaudah gitu aja haha but anyway, tempatnya bersih, ky cafe eropa gitu, classic, agak mahal tp worth it sih..","[{""end"": 135, ""labels"": [""Negative"", ""Service""], ""start"": 106, ""text"": ""waktu mau order agak lama sih""}, {""end"": 278, ""labels"": [""Positive"", ""Food""], ""start"": 236, ""text"": ""rasa tres leches nya pas gak terlalu manis""}, {""end"": 348, ""labels"": [""Positive"", ""Ambience""], ""start"": 332, ""text"": ""tempatnya bersih""}, {""end"": 389, ""labels"": [""Negative"", ""Price""], ""start"": 379, ""text"": ""agak mahal""}]"
"we came here for sunday brunch, ordered dory meuniere, vegetable omelette, honey mustard salad, spinach blast smoothies and cappucino. the food and the drinks tasted good. the ambience also very good, i really love the interior. the only reason i gave 3 stars is because there was a worm in our salad, very disgusting.. they changed to new one though","[{""end"": 170, ""labels"": [""Positive"", ""Food""], ""start"": 135, ""text"": ""the food and the drinks tasted good""}, {""end"": 199, ""labels"": [""Positive"", ""Ambience""], ""start"": 172, ""text"": ""the ambience also very good""}, {""end"": 227, ""labels"": [""Positive"", ""Ambience""], ""start"": 203, ""text"": ""really love the interior""}, {""end"": 300, ""labels"": [""Negative"", ""Food""], ""start"": 271, ""text"": ""there was a worm in our salad""}, {""end"": 317, ""labels"": [""Negative"", ""Food""], ""start"": 302, ""text"": ""very disgusting""}]"
"kesini bareng keluarga, beli voucher di traveloka kebetulan lagi promo, untuk harga standar ayce ditempat2 lain, rasanya juga standar","[{""end"": 91, ""labels"": [""Positive"", ""Price""], ""start"": 78, ""text"": ""harga standar""}, {""end"": 133, ""labels"": [""Negative"", ""Food""], ""start"": 113, ""text"": ""rasanya juga standar""}]"
"nice service, the food range is wide. their grill is not that great, its sticks to the meat - would be better if they use non sticky grills.  the soup options are a bit too salty for my liking.","[{""end"": 12, ""labels"": [""Positive"", ""Service""], ""start"": 0, ""text"": ""nice service""}, {""end"": 36, ""labels"": [""Positive"", ""Food""], ""start"": 14, ""text"": ""the food range is wide""}, {""end"": 67, ""labels"": [""Negative"", ""Food""], ""start"": 38, ""text"": ""their grill is not that great""}, {""end"": 178, ""labels"": [""Negative"", ""Food""], ""start"": 142, ""text"": ""the soup options are a bit too salty""}]"
"pilih yg basic beef (grill & shabu), arround 180k per org. buat kuah shabu, kata waitrees nya tomyum & original chicken yg fave. kuah tomyumnya cukup enak, rasa pedes asemnya balance. tp lebih enak yg chicken si. pilihan veggie nya lumayan byk, tp menurut gw agak krg fresh. buat menu grillnya lumayan byk jg. menu buffet nya jg lumayan byk, ada beef teriyaki, sushi, steak, ice cream, tempura. sushi & ice cream matchanya enak  yg lainnya b aja. pilihan minuman nya jg lumayan byk. waktu makan dsini 2 jam, jd mayan lama yah, which is yg lain cm 90 mnt.","[{""end"": 154, ""labels"": [""Positive"", ""Food""], ""start"": 129, ""text"": ""kuah tomyumnya cukup enak""}, {""end"": 182, ""labels"": [""Positive"", ""Food""], ""start"": 156, ""text"": ""rasa pedes asemnya balance""}, {""end"": 243, ""labels"": [""Positive"", ""Food""], ""start"": 213, ""text"": ""pilihan veggie nya lumayan byk""}, {""end"": 273, ""labels"": [""Negative"", ""Food""], ""start"": 259, ""text"": ""agak krg fresh""}, {""end"": 305, ""labels"": [""Positive"", ""Food""], ""start"": 280, ""text"": ""menu grillnya lumayan byk""}, {""end"": 340, ""labels"": [""Positive"", ""Food""], ""start"": 310, ""text"": ""menu buffet nya jg lumayan byk""}, {""end"": 481, ""labels"": [""Positive"", ""Food""], ""start"": 447, ""text"": ""pilihan minuman nya jg lumayan byk""}]"
"great food, so many variation menus and the price is right (not too low & not too high). the taste is also delicious. great ambience around resto, especially the outdoor area. fast response from the staffs.","[{""end"": 10, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""great food""}, {""end"": 35, ""labels"": [""Positive"", ""Food""], ""start"": 12, ""text"": ""so many variation menus""}, {""end"": 58, ""labels"": [""Positive"", ""Price""], ""start"": 40, ""text"": ""the price is right""}, {""end"": 116, ""labels"": [""Positive"", ""Food""], ""start"": 89, ""text"": ""the taste is also delicious""}, {""end"": 132, ""labels"": [""Positive"", ""Ambience""], ""start"": 118, ""text"": ""great ambience""}, {""end"": 205, ""labels"": [""Positive"", ""Service""], ""start"": 176, ""text"": ""fast response from the staffs""}]"
god food!,"[{""end"": 9, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""god food!""}]"
